appid,name,price_usd,release_year,short_desc,developers,publishers,genres_official,user_tags,review_summary,review_count,avg_playtime,med_playtime
1409340,Pray in VR Medieval Christian Churches,0.79,2020,"The epidemic prevented us from going to church to pray. But we still have a way to pray. In the VR church, hold the cross in your hands, listen to sacred music, and pray to God. A private space for your soul!",William at Oxford,William at Oxford,Casual,Casual|Walking Simulator|VR|Immersive Sim|Singleplayer|Psychological Horror,Positive,14,0,0
1408750,Bernadette and the Demon Circus Demo,0.0,2020,,IndigoWare,IndigoWare,,RPG|Indie|Survival|Horror|Psychological Horror|Story Rich|2D|Atmospheric|Singleplayer|Dark|Gore|Top-Down|LGBTQ+,,,0,0
1408770,Samozbor ID:HEAVEN Demo,0.0,2020,Breach enemy stronghold in dread Siberian wastelands before insurgents can open gates to Samozbor dimension.,derevotyan,derevotyan,,Dark|Casual|FPS|Action|Gore|Old School|Violent|Horror|3D|First-Person|Atmospheric|Singleplayer|Blood|Fast-Paced|Female Protagonist|Indie|Shooter|Psychedelic|Combat|Destruction,Positive,41,0,0
1408860,Silence Channel,4.99,2021,"A bad incident is like a tangled knot, It sits there, waiting for someone or something to untie it, but until then… scars may be left behind …",Lexip Games,Lexip Games,Adventure|Casual|Indie,Horror|Psychological Horror|Indie|Atmospheric|Adventure|Singleplayer|First-Person|Story Rich|Dark|Puzzle|Exploration|Mystery|Hidden Object|3D|Realistic|Gore|Dark Humor|Thriller|Multiple Endings|Psychological,Very Positive,146,0,0
1408200,The Seven Keys : Escape Room,9.75,2020,"Escape Room The Seven Keys is a graphic mystery adventure where your logical reasoning will help you escape, in addition to solving different challenges.",Knightsoft Studio,Knightsoft Studio,Action|Adventure|Casual|Indie|Simulation,Adventure|Casual|Puzzle|Hidden Object|Survival Horror|Puzzle Platformer|Horror|3D|Simulation|Story Rich|Singleplayer|Point & Click|First-Person|Action|Indie|Action-Adventure|Third Person,Mixed,18,0,0
1407790,Earth Attack,2.99,2020,"Tragedy strikes as aliens attack Earth. You're left alone to pilot the last remaining spacecraft on its way back to Earth from Mars Colony. Avoid missiles, asteroids, enemy ships, and more as you accumulate high-scores in Earth Attack! Can you survive long enough or will you perish?",PTW Inc.,PTW Inc.,Action|Casual|Indie,Action|Casual|Survival|Bullet Hell|Runner|2D|Top-Down|Aliens|Indie|Futuristic|Space|Score Attack|Singleplayer|Psychological Horror|Horror|Hentai,Positive,31,0,0
1407750,Midnight Laundry,,announced,Midnight Laundry is a short first-person horror game where a long night at the laundromat takes an unexpected turn.,Polymoon Games,Polymoon Games,Adventure,Psychological Horror|Atmospheric|Adventure|Exploration|Short|Mystery|Horror|Surreal|Old School|Retro|Story Rich|First-Person|Singleplayer|Realistic|Dark|3D|Linear|Walking Simulator|Multiple Endings,,,0,0
1408070,Midnight Manor,2.99,2022,"A short, spooky pick-em-up platformer.",Travis Maynard,Travis Maynard,Action|Adventure|Indie,2D Platformer|Horror|Action-Adventure|Exploration|Multiple Endings|Dark Humor|Action|Mystery|Adventure|Supernatural|Platformer|Puzzle Platformer|2D|Pixel Graphics|Dark|Demons|Destruction|Controller|Conversation|Linear,Positive,16,0,0
1408110,The Grounding,4.99,2020,"If she catches you, she kills you. Smoke 6 times without getting killed.",Gus Jewell,Gus Jewell,Indie,Horror|Psychological Horror|Survival Horror|Experimental|PvE|First-Person|Minimalist|Singleplayer|Gore|Indie|Nudity|Violent|Multiplayer|Free to Play|Memes|Sexual Content|Co-op|Anime|Funny|Casual,Mostly Positive,36,0,0
1407340,Discount Paranormal,,soon,"Blast, shoot, spray, and hunt the damned souls that wander the forests in Discount Paranormal. Go on hunts in the shoes of an independently contracted ghost hunter in this uniquely spooky Roguelike FPS.",Ver.1 Development,Ver.1 Development,Action|Casual|Indie|Early Access,Early Access|Action|Casual|Roguelike|Shooter|Survival|Action Roguelike|FPS|Horror|3D|First-Person|Minimalist|Comedy|Demons|Futuristic|Zombies|Inventory Management|Procedural Generation|Indie|PvE,,,0,0
1406670,WipeOuters,,soon,"A first-person game that mix horror and action, where you and your friends must &quot;wipe&quot; the houses finding all the infected in the area before they find you.",kpkpixels,kpkpixels,Action|Adventure|Indie|Strategy,Action|Horror|Strategy|Psychological Horror|Puzzle|Zombies|First-Person|Mystery|Action-Adventure|Shooter|Adventure|Indie|Nudity|Gore|Violent|3D|PvE|Multiplayer|Singleplayer,,,0,0
1406900,のっぺらぼう,0.79,2020,"It is a search-type horror game set in a mansion where curses live.&quot;Nopperabo&quot; who became a curse after the tragic event You reached the end,Can you enshrine the curse?",ANFWorks,ANFWorks,Action|Adventure|Indie|Simulation,Horror|Action|Adventure|3D|First-Person|Singleplayer|Exploration|Indie|Simulation,Mostly Positive,10,0,0
1407000,Deios I // Directors Cut,9.75,2023,"Deios 1 is a Gun Customisation/Boss Rush/Arena set in a surreal pixel art landscape. Themes of God. Players traverse through strange areas, challenging a series of arenas. Set in an alternative Internet world. The players find out the mystery of the Deios BBS system, the strange interfaith author.",BARCHboi,BARCHboi,Action|Adventure|Indie,Experimental|Arena Shooter|Horror|Action|Adventure|Abstract|Pixel Graphics|Combat|Gun Customization|Multiple Endings|Singleplayer|Indie|Action-Adventure|Cyberpunk|Souls-like|Dark Fantasy,6 user reviews,,0,0
1407060,Crimson Ranch,2.99,2020,Classic 2D horror game about a lone roamer decides to retrieve a satanic book for mysterious Mr. Grey and face anthropomorphic demons in order to fulfill his childhood dream.,Aiaz Marx,Aiaz Marx,Adventure|Indie,RPGMaker|Pixel Graphics|Linear|Horror|Anime|Retro|2D|Mystery|Multiple Endings|Puzzle|Adventure|Atmospheric|Story Rich|Drama|Visual Novel|Choices Matter|Dark|Supernatural|Action-Adventure|Old School,Positive,30,0,0
1406240,Memories of Fireflies,3.99,2020,"Confront your darkness in Memories of Fireflies, a Voxel-based Puzzle Platformer which takes place in a dark and dangerous world that you must venture to discover its secrets. Overcome challenges, enemies and puzzles to get even deeper in this dangerous world.",Smart Studio,Smart Flix,Adventure|Indie,Dark Fantasy|Puzzle|Voxel|2.5D|Puzzle Platformer|Adventure|Platformer|2D Platformer|Psychological Horror|Stealth|Atmospheric|Fantasy|Psychological|Dark|Horror|Singleplayer|Indie,3 user reviews,,0,0
1406260,Bram The Toymaker,3.99,2023,A scary bedtime story or a horrid physical entity? The story goes that the toymaker is an undead figure who comes out at night leaving a toy on the children’s bedroom window to lure and capture them. A folktale passed through generations within the family might hold some dark secrets.,Game Plant Entertainment Inc.,Game Plant Entertainment Inc.,Action|Indie,First-Person|Survival Horror|Atmospheric|Action|Zombies|Mystery|Psychological Horror|Investigation|Character Action Game|Survival|Dark|Detective|Horror|Psychological|Supernatural|Multiple Endings|Singleplayer|Indie,Mixed,17,0,0
1407090,[TDA01] Muv-Luv Unlimited: THE DAY AFTER - Episode 01 REMASTERED,11.75,2021,"The epic saga of Muv-Luv Unlimited: The Day After continues! In the aftermath of Operation Babylon, only a few inhabitable places remain on Earth. Follow the Japanese survivors in Seattle as they struggle to rebuild their lives — and defend themselves from the BETA.","aNCHOR Inc.|fuzz, Inc.",aNCHOR Inc.,Adventure|Casual,Visual Novel|Adventure|Anime|Mechs|Cute|Sexual Content|Story Rich|War|Singleplayer|Violent|Gore|Robots|Funny|America|Horror|Romance|Casual|Psychological Horror|Nudity|Female Protagonist,Very Positive,70,0,0
1406460,Saturday of Piercing Screams Demo,0.0,2020,Enemy made the cursed infinite-spanning castle Samozbor as their base. You are best liquidator in the world. Can you survive the ordeals of that forbidden dimension and come home alive?,derevotyan,derevotyan,,Physics|Violent|Casual|Atmospheric|Psychedelic|Action|Gore|Platformer|Singleplayer|Indie|Blood|Old School|Pixel Graphics|Retro|2D Platformer|Horror|Difficult|2D|Hack and Slash|Adventure,Mixed,11,0,0
1405780,Interactive Empathy,0.0,2020,"Two small experimental games made as part of a one-week game workshop in Zagreb, Croatia, as part of a project called &quot;Interactive Empathy - Citizenship &amp; Storytelling in Video Games&quot;. Inside is also a documentary video about the workshop, as well as a booklet about the whole project.",Animafest Workshop 2019,Goethe Institute in Croatia and French Institute in Croatia and Gamechuck,Adventure|Indie,Adventure|Point & Click|Comic Book|Experimental|Short|Visual Novel|Philosophical|Psychedelic|Psychological Horror|Casual|2D|Singleplayer|Story Rich|Text-Based|Choices Matter|Multiple Endings|Interactive Fiction|Hand-drawn|Minimalist|Investigation,Mixed,15,0,0
1406080,Arc Wizards,0.77,2020,The war of the wizards begins! This is a shooting action game!,Nacks Soft,Nacks Soft,Action|Adventure|Casual|Indie|Simulation,Action Roguelike|Side Scroller|2D Platformer|Souls-like|Mystery Dungeon|Beat 'em up|PvP|Difficult|Free to Play|Shooter|Arcade|2D Fighter|Action-Adventure|Horror|Controller|Action|Casual|Simulation|Anime|Adventure,6 user reviews,,0,0
1405440,The Horror Of Salazar House,3.29,2020,Will you solve the mystery of the Salazar manor or will you become another permanent inhabitant? An Italian horror inspired adventure game!,Maldo19,Torture Star Video,Adventure|Indie,Story Rich|Horror|Point & Click|Indie|Pixel Graphics|Retro|Psychological Horror|Atmospheric|Adventure|Old School|Dark|Gore|Mystery|Violent|Supernatural|Investigation|2D|Singleplayer|Survival Horror|Hidden Object,Very Positive,286,0,0
1405470,Scars of Summer,16.79,2021,"A slice of life RPG. Due to family circumstances, Keita finds himself living with his childhood friend Ryoka for the summer. Explore a contemporary Japanese setting, and enjoy spending time with Ryoka.",Shinachiku-castella,Kagura Games,Adventure|Indie|RPG,Sexual Content|Nudity|Hentai|Mature|RPG|Adventure|Anime|JRPG|NSFW|Singleplayer|RPGMaker|Female Protagonist|Indie|Psychological Horror|Memes|FPS|Pixel Graphics,Mostly Positive,"1,218",341,320
1405500,Angel at Dusk,14.79,2024,"Overwhelmingly bizarre beauty. Shoot, dodge, and destroy! A shmup where an apocalyptic world awakens to primal desires!",Akiragoya,Henteko Doujin|Sanuk Inc.,Action|Indie,Action|Bullet Hell|Shooter|2D|Psychedelic|Pixel Graphics|Hand-drawn|Top-Down|1990's|Aliens|Dark|Dystopian|Noir|Horror|Post-apocalyptic|Destruction|Psychological Horror|Multiple Endings|Shoot 'Em Up|Story Rich,Very Positive,17,651,1221
1405260,Rebellion,3.99,2022,"Rebellion is a souls like and roguelite action game about your revenge saga. Unfairly imprisoned, you seek to cross swords with the King again, for the last time! Escape the jail, explore the castle and it's different areas and layouts, find and recruit allies, choose to fight or sneak from enemies.",TGM,TGM,Action|Adventure|Indie|RPG,Souls-like|Action Roguelike|Medieval|Action RPG|Difficult|Roguelike|Team-Based|Singleplayer|Combat|Exploration|Roguelite|Choices Matter|Procedural Generation|Psychological Horror|Action|3D|Dungeon Crawler|RPG|Realistic|Supernatural,Mostly Positive,66,0,0
1405270,Inseparable,0.79,2020,Inseparable is a highly cooperative pc game for two players (on one keyboard). Playing solo is also possible. Placed in a fantasy world with a vintage style. This game is a fusion of adventure and action.,BeatBullGames,BeatBullGames,Action|Adventure|Indie,Action|Action-Adventure|Local Multiplayer|Horror|3D|Co-op|Adventure|Character Action Game|Multiplayer|Exploration|Atmospheric|Team-Based|PvE|Dark|Stylized|Fantasy|Medieval|Zombies|Mystery|Combat,4 user reviews,,0,0
1404660,Psych,8.99,2022,"Experience the story of Alexander Green and find out what happened on the day of the accident in this First Person horror Adventure. Follow the development of Alex, solve puzzles around the event and try not to fall into madness as you search for answers.",MediaTale,MediaTale,Adventure|Indie,Horror|Psychological Horror|Thriller|Atmospheric|Adventure|Crime|Action-Adventure|Exploration|Emotional|Dark|Dynamic Narration|Puzzle|Realistic|Interactive Fiction|Survival Horror|Action|Singleplayer|Indie|First-Person|3D,Mostly Positive,279,0,0
1404490,Cursed Weekend,,soon,"Cursed Weekend is a game for a group of five players in which: four trapped young people and one sneaking evil. But what kind of evil, this is exactly what you have to find out. Maniac killer, poltergeist, cursed doll, demon or ... You never know for sure.",Bananadev,Bananadev,Action|Indie|Early Access,Action|Horror|Online Co-Op|Co-op|First-Person|Character Customization|Multiplayer|Early Access|Indie|3D|Gore|Violent|Survival,,,0,0
1403900,Soul at Stake - Blood Ritual,3.99,2020,“圣血之殇”是《灵魂筹码》的扩展内容，包含一名新恶灵“血仆”，一名新赌徒“淑芬”，以及一张新地图“血色医院”。额外赠送1个血仆嘲讽动作、5张血仆专属底牌、5张淑芬专属底牌、5张淑芬组队底牌【置身事外】，以及200000筹码。,Chongming Studio,Chongming Studio,Action|Indie|RPG,Action|RPG|Indie|Gore|Violent|Multiplayer|Survival Horror,6 user reviews,,0,0
1403410,HOLY QURAN VR EXPERİENCE Demo,0.0,soon,"It is definitely known that the content of the Quran is not changed and cannot be changed, it is sent by Allah as a healing and mercy to people. But except the wrongdoers!",ilhan ozbay|ilhami ozbay|mustafa ozbay,Srio Studios,,Simulation|Experimental|VR|Education|God Game|Faith|6DOF|Physics|Indie|Tutorial|Singleplayer|Psychological Horror|Choices Matter|Lore-Rich|Supernatural|Life Sim|Exploration|Visual Novel|Sexual Content|Immersive Sim,Positive,22,0,0
1403460,Flavortown,4.99,2020,"Congratulations Rookie! You have been recognized as an elite officer of Flavortown’s Finest. You’ll be paired with Biff and Buddy, two wise cracking meatball “hotshots” of the precinct. With your brothers of the badge as a side, you’ll see how far this criminal underground rabbit hole goes...",LHOTI,Creative Liberties,Action|Adventure|Indie,Action|Adventure|VR|Action-Adventure|Horror|Investigation|Cartoony|Cinematic|Colorful|Comic Book|Psychedelic|Stylized|America|Cats|Comedy|Crime|Detective|Shooter|Psychological Horror|Dark Comedy,Positive,20,0,0
1402580,No Place for the Dissident,3.29,2020,"In No Place for the Dissident you'll have to spread a new ideology to dominate the world. Whatever means are necessary. Adopt new politics from the ideology tree, manage each country, and compete with other players. Watch closely the consequences of your acts when the game is over.",David M.,David M.,Casual|Indie|Simulation|Strategy,Political Sim|Dystopian|Outbreak Sim|Political|Politics|Strategy|Simulation|Economy|Management|RTS|War|PvP|Lore-Rich|Story Rich|Choices Matter|Historical|Philosophical|Alternate History|Psychological Horror|Indie,Mixed,21,0,0
1402940,Graveless,,soon,"Graveless™ is a Single-player, Third person dungeon crawler, and Hack and Slash ARPG set in the realm of chaos when immortality is no longer a myth and fiction.",Digital Happiness,Digital Happiness,Action|Adventure|Indie,Dark Fantasy|Third Person|Souls-like|Action|Singleplayer|Action RPG|Hack and Slash|Open World|RPG|Female Protagonist|3D Platformer|Indie|Demons|Horror|PvE|Adventure|Dungeon Crawler,,,0,0
1402020,SCP: Labrat,0.0,2022,"You are a test subject in the underground SCP research facility. When a containment breach occurs, you must find your way out. Escape the SCPs, discover anomalous objects, and collect valuable resources along the way.",Bezbro Games,Bezbro Games,Action|Adventure|Indie|Free To Play,Horror|Multiplayer|VR|Singleplayer|Free to Play|Survival Horror|Survival|Action|Exploration|Sci-fi|Realistic|Physics|First-Person|Psychological Horror|Procedural Generation|Inventory Management|Online Co-Op|Multiple Endings|Adventure|Violent,Very Positive,46,0,0
1402140,October Night Games Demo,0.0,2020,,October Night Games,WhisperGames,,Tabletop|Lovecraftian|Tactical RPG|Board Game|Hand-drawn|Dark|RPG|Strategy|Horror|Roguelite|Adventure|Singleplayer|Dark Fantasy|Card Game|Experimental|Atmospheric|Puzzle|Deckbuilding|Magic|Multiplayer,Mixed,64,0,0
1402150,The Shadow You Demo,0.0,2020,,Topchan Games, WhisperGames,,Anime|Visual Novel|Mystery|Detective|Story Rich|Singleplayer|Psychological Horror|Adventure|Horror|Dark Comedy|Dark Humor|Puzzle|LGBTQ+|2D|Point & Click|2D Platformer|Action-Adventure|Cartoon|Psychedelic|Funny,Positive,30,0,0
1402440,Time To Go Home,4.99,2024,"♫Oh where, oh where, has my little daughter gone? Oh where, oh where could she be?♫ An atmospheric horror depicting a desperate mother searching for her missing daughter.",Oh Nice!,Oh Nice!,Adventure|Indie|RPG|Simulation,Horror|Psychological Horror|Interactive Fiction|Puzzle|Jump Scare|Adventure|RPG|Investigation|Pixel Graphics|2D|Narration|Dystopian|Linear|Atmospheric|Dark|Simulation|Singleplayer|Exploration|2D Platformer|Side Scroller,,,0,0
1401570,Cold Call,0.99,2020,"On Christmas Eve, Officer Frederick Hartwell believes he's on a routine call-out to settle a domestic dispute but gets more than he bargained for when he finds that the house is empty, it's unnaturally cold and something seems to be lurking in the darkness.",Moonbit,Moonbit,Indie|Strategy,Horror|Survival Horror|Side Scroller|Singleplayer|2D Platformer|Exploration|Pixel Graphics|Interactive Fiction|Platformer|Survival|Stealth|Action-Adventure|2D|Multiple Endings|Story Rich|Puzzle|Adventure|Indie|Strategy,Very Positive,83,0,0
1401220,冷血症骰子,6.59,2020,主人公目太郎，是一位因为犯下重罪而入狱的少年。 在狱中，一位神秘的男子提出了一个主意，二人一起逃狱，用骰子选出一个人来当帮对方逃跑的诱饵。 一次又一次败给男子的目太郎，进入了平稳但又扭曲的新世界。 在这些世界中，他将成为「私立高识学园」高中二年级的学生，与七七和雪丸成为发小。 接着，将被逐一出现的患有冷血症的少女们玩弄与迫害…… 他的命运，将由你决定——,CHARON,Pujia8 Studio,Casual|Indie|RPG|Simulation,Indie|RPG|Word Game|JRPG|Visual Novel|Psychological Horror|First-Person|Casual|Simulation|Choices Matter|Singleplayer,Very Positive,270,0,0
1401400,Lovecraft's Untold Stories 2,19.99,2022,"Lovecraft’s Untold Stories 2 is the continuation of the first action RPG with rogue-like elements based on the Lovecraft Mythos ever released. Brand new graphics, a new and complex crafting system to create your equipment, 6 playable characters, and lots and lots of incredibly challenging content!",LLC Blini Games,Fulqrum Publishing,Action|Indie|RPG,Action RPG|Lovecraftian|Roguelike|Action|RPG|Adventure|Noir|Indie|Violent|Crafting|Combat|Comic Book|Psychedelic|Horror|Action Roguelike|Inventory Management|Singleplayer|Isometric|Anime|PvE,Mixed,117,0,0
1401500,Keep the Lights On,0.0,2023,"Keep the Lights On is an atmospheric horror game where you step in the shoes of Edmund Rosental, a private detective, who is tasked with investigating an old abbey and the mystery surrounding it. Will he be able to keep the lights on or will he succumb to the darkness",Light the Lantern Studios,Light the Lantern Studios,Adventure|Indie,Adventure|Platformer|Horror|2D|Atmospheric|Emotional|Mystery|Linear|Story Rich|Indie|Singleplayer|Puzzle|Pixel Graphics|Soundtrack|Free to Play,Positive,48,0,0
1400870,When The Night Comes,12.0,2021,"When The Night Comes is a queer, narrative-driven, supernatural visual novel.",Lunaris Games,Lunaris Games,Casual|Indie,LGBTQ+|Visual Novel|Dating Sim|Romance|Supernatural|Horror|Dark Fantasy|Dark Humor|Interactive Fiction|Story Rich|Choices Matter|Multiple Endings|Gothic|Magic|Otome|Vampire|Werewolves|Singleplayer|Casual|Indie,Very Positive,273,0,0
1401020,Where's my vodka,,soon,Feel like a participant in a grandiose meeting with friends or a strict and domineering wife with the online horror Where is my Vodka?,Bridge Production,Bridge Production ,Massively Multiplayer|RPG|Simulation,Horror|PvP|Survival|Hidden Object|FPS|First-Person|Survival Horror|Action RPG|RPG|Simulation|3D|Action|Colorful|Cinematic|Multiplayer|Arcade|Party-Based RPG|CRPG|Souls-like|Realistic,,,0,0
1400551,Similo: Spookies,2.39,2020,"Play with 29 creatures from scary tales! Werewolf, Vampire, Mummy, Witch, Zombie, and many more: all the spookiest creatures from your favorite tales are ready to join your Halloween party!",Horrible Guild,Horrible Guild,Casual,Casual|Card Game|Horror|Comic Book|Board Game|Cartoony|Colorful|Cute|Tabletop|Social Deduction,,,0,0
1400560,Priest vs. Poltergeist,,soon,Priest vs. Poltergeist is an action-packed VR vs PC local multiplayer duel between the battle-hardened Priest and a powerful Poltergeist. Play on one PC locally or via Remote Play online.,The Defiant Twos,The Defiant Twos,Action|Early Access,Action|PvP|Hunting|Asymmetric VR|VR|Flight|Action RPG|Experimental|First-Person|Demons|Early Access|Survival Horror|Adventure|Supernatural|Multiplayer|Local Multiplayer,,,0,0
1400700,Confessions,1.99,2021,Write down what burdens your soul or read confessions by other people.,Peace & Love Games,Peace & Love Games,Casual|Indie,Emotional|Casual|Indie|Atmospheric|Relaxing|Multiplayer|Asynchronous Multiplayer|Word Game|Singleplayer|Software|Interactive Fiction|Utilities|Typing|Text-Based|2D|Minimalist|Psychological Horror|Dark|Drama|Horror,Positive,37,0,0
1399870,Bedtime Horror Stories,,soon,"Late night. A young man called Sam is home alone. He finds a mystical book that takes him into a world of horror stories that come alive. Start reading, but you must not break the most important rule. Once you have started the book, you must finish it!",Arkuda Inc.,Arkuda Inc.,Indie|Simulation,Simulation|Puzzle|Exploration|Walking Simulator|Horror|3D|Cinematic|First-Person|Realistic|Atmospheric|Dark|Psychological Horror|Mystery|Linear|Narration|Action|Psychedelic|Psychological|Stealth|Survival Horror,,,0,0
1399970,The Shattering Demo,0.0,2020,"The Shattering is a first-person, story-driven, psychological thriller. Its defining features are the dynamic environments, beautiful aesthetic and intriguing story. The gameplay is meant to submerge you in the mind of John, as you take each step forward into the twisted mystery of what happened.",Super Sexy Software,Deck13,,Adventure|Indie|Thriller|Atmospheric|Psychological|First-Person|Story Rich|Horror|Walking Simulator|Psychological Horror,Very Positive,270,0,0
1400110,Sightbringer,0.0,2020,"Sightbringer is a linear side-scrolling platformer in which a bat-like child traverses dark, cavernous ruins full of monsters in order to complete a ritual to restore light.",Team UWU,DigiPen Institute of Technology,Action|Free To Play,Horror|Action|2D Platformer|Flight|Platformer|2D|Linear|Underground|Cartoony|Free to Play|Colorful|Fantasy|Singleplayer|Dark,Mixed,28,0,0
1400190,Human-Like,1.99,2020,You've arrived onboard the Tenjin research station in deep space. Your mission: sabotage the station's core reactors without getting caught. Sounds easy? Think again. It watches every move you make. It learns from you. And it will kill you.,Strife AI,Strife AI,Action|Adventure|Indie,Arcade|Artificial Intelligence|Sci-fi|Space|Adventure|Runner|Robots|2D Platformer|Horror|Platformer|Futuristic|Pixel Graphics|2D|Action|Indie|Procedural Generation|Physics|Singleplayer|Action Roguelike|Score Attack,4 user reviews,,0,0
1400290,Hanako | 花子さん,7.79,2020,Hanako | 花子さん is a Japanese survival horror adventure game.,Chilla's Art,Chilla's Art,Action|Adventure|Casual|Indie|Simulation|Strategy,Action|Adventure|Casual|Simulation|Horror|Puzzle|Exploration|Hidden Object|Open World|Stealth|Survival|Survival Horror|Investigation|Immersive Sim|Runner|Anime|Cute|First-Person|Psychedelic|Realistic,Mostly Positive,201,0,0
1399620,The Caretaker,8.19,2021,"The Caretaker is a Top Down, Dungeon-Crawler style survival game. Search your way through streets, buildings and sewers for anything you can use to keep you moving and keep you alive!",Squid Monkey Studios,Squid Monkey Studios,Action|Adventure,Puzzle|Top-Down|Survival Horror|Exploration|Dungeon Crawler|Zombies|Singleplayer|Survival|Combat|Atmospheric|Narrative|Linear|Action|Adventure|Action-Adventure|Violent|Dark|2.5D,1 user reviews,,0,0
1399720,Antimatter Dimensions,0.0,2022,Earn antimatter through dimensions! Gain Infinite antimatter to collapse the universe!,Hevipelle|Omsi|Razenpok|Spectralflame|WaitingIdly,Hevipelle|Makopaz,Casual|Free To Play|Indie|Strategy,Idler|Strategy|Free to Play|Clicker|Casual|Dark Comedy|Time Manipulation|Singleplayer|Space|Indie|Choices Matter|Linear|Comedy|Psychological Horror|Resource Management|Inventory Management|Automation,Very Positive,89,417,270
1399220,Raw April Day,,announced,"Raw April Day is a hand-drawn Mystery Point-And-Click game where you solve enigmatic puzzles, engage in soul-searching branching dialogue with colorful characters and piece together the clues for why your husband went missing in a surreal and mystifying Victorian complex.",Headless Human Limited,Headless Human Limited,Adventure|Indie,Story Rich|2D|Point & Click|Puzzle|Adventure|Mystery|Dark Humor|Psychological|Surreal|Colorful|Conversation|Exploration|Investigation|Atmospheric|Hand-drawn|Cartoony|Cinematic|Noir|Dark|Horror,,,0,0
1399240,Yotsume God -Reunion-,19.99,2022,"In September of my third year in junior high school, I went with my father to my grandparents' house in the mountains. The place we arrived at was Yotsu Village. It was a small village that had long believed in &quot;Yotsume God&quot;. There I meet a mysterious boy.",SEEC Inc.,SEEC Inc.,Adventure|Casual,Adventure|Casual|Visual Novel|Puzzle|Exploration|Choose Your Own Adventure|Anime|Psychological Horror|Multiple Endings|Historical|Female Protagonist|Singleplayer,Very Positive,324,0,0
1398570,Last Escape,0.49,2020,"Last Escape: A 3D shooter with survival elements. Play as cyborg Stephen on a revenge quest, battling monsters, solving mysteries, and navigating through dark levels.",NL Studio 2,KazakovStudios,Action|Adventure|Casual|Indie|Simulation,Turn-Based Tactics|Shoot 'Em Up|Hidden Object|Survival|Stealth|Shooter|First-Person|Isometric|Horror|Action|Simulation|Demons|Pixel Graphics|Indie|Adventure|Exploration|Minimalist|Atmospheric|Story Rich|Family Friendly,Mostly Positive,49,0,0
1398740,The Chrono Jotter,3.49,2021,"The Chrono Jotter is a mystery and suspense visual novel that follows the steps of Ran Ibuki, a high-school student, as she investigates against the clock to discover who's killing her new classmates -- and avenge the murder of her girlfriend. Are you ready for this savage feast of life and death?",Orca Layout,2P Games|Orca Layout,Adventure|Indie,Visual Novel|Indie|Female Protagonist|Story Rich|LGBTQ+|Lovecraftian|Detective|Adventure|Atmospheric|Horror|Mystery|Drama|Thriller|Interactive Fiction|Word Game|Emotional|Puzzle|Psychological Horror|Anime|Exploration,Very Positive,11,109,109
1397710,Operation TP,0.0,2020,"A Post-Apocalyptic store run gone wrong, keep moving, don't get hit, get that TP!",Pizzaquirk,Banamurai Media,Indie,Horror|Survival Horror|Exploration|Interactive Fiction|Survival|Experimental|2D|Top-Down|Post-apocalyptic|Psychological Horror|Puzzle|Colorful|Hand-drawn|Minimalist|Pixel Graphics|Logic|Zombies|Atmospheric|Mystery|Adventure,Mostly Positive,11,0,0
1397800,Please Wake Up,2.39,2021,"“Please Wake Up” is a memory horror game. It has simple and accessible, yet engaging, gameplay that gives the player a fear of their own mind. As you look around the room, objects will change when they are not visible. Click on the objects if they have changed.",CLU Entertainment LLC,CLU Entertainment LLC,Indie,Psychological Horror|Philosophical|Experimental|Point & Click|Sci-fi|Alternate History|Horror|Psychological|Atmospheric|Science|Procedural Generation|Dark|Surreal|3D|First-Person|Realistic|Modern|Survival|Level Editor|Survival Horror,Positive,27,0,0
1397840,Cult of Dawn,,soon,"Attempt to survive as a mysterious event strips away the bounds of reality itself in Cult of Dawn, a third person horror adventure inspired by classic survival horror titles of the 90s and early 2000s. Featuring tank controls, fixed and over the shoulder camera angles, inventory management and more.",stoneghost,stoneghost,Action|Adventure|Indie,Survival Horror|Horror|Third-Person Shooter|Atmospheric|Inventory Management|Psychological Horror|Lovecraftian|Action|Adventure|Singleplayer|1990's|Combat|Third Person|Gore|3D|Surreal|Gothic|Cinematic|Realistic|Indie,,,0,0
1397880,The Weald,,soon,"Following the last of the Salem Witch Trials, a Puritan father claims to have had a vision showing a place where his missing son might be, and suspects a witch is behind his abduction.",Elliott Dahle,Elliott Dahle,Adventure|Indie,Psychological Horror|Adventure|Horror|Dark|First-Person|Realistic|Atmospheric|Story Rich|Action-Adventure|Historical|Indie|Mystery|Linear|Singleplayer,,,0,0
1397980,THE NORMAL THING,0.0,2020,"THE NORMAL THING is a story about a dog who lost his memory. Sunless forests, strange gardens, weird inhabitants... Start a little journey to retrieve your memory.",Orata Studio,Orata Studio,Adventure,2D|Adventure|Puzzle|Third Person|Top-Down|Atmospheric|Mystery|Singleplayer|Indie|Horror|Exploration|Investigation|Story Rich|Conversation|Free to Play,Very Positive,480,0,0
1397240,MEGAJUMP,0.0,2020,Only some will reach the top. Will you be one of them? in this precision 3D platformer where every jump is a risk and easy to learn-hard to master controls you will certainly feel rewarded once you start climbing from the Pit of Despair. Just don't fall. FREE NOW,Laptop gaming,Laptop gaming,Adventure|Casual|Indie,Precision Platformer|Difficult|Psychological Horror|3D Platformer|Strategy|Platformer|3D|Physics|Controller|Casual|Action|Atmospheric|Third Person|Emotional|Comedy|Dark|Singleplayer|Adventure|Old School|Retro,Mostly Positive,133,0,0
